application_id,batch_id,state,office_name,dept_group,district,block,portal,treatment,assigned_ra,template_version,language,channel,filing_outcome,not_filed_reason,filing_date,registration_number,fee_paid_inr,payment_mode,payment_reference,due_date,notes
TG-182,tg2026q3_01,Telangana,"Revenue Department,Krishna",REVENUE,Krishna,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-187,tg2026q3_01,Telangana,Revenue Department Bhiknoor,REVENUE DEPARTMENT BHIKNOOR,Bhiknoor,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-194,tg2026q3_01,Telangana,SC.Development Department(GOVT SC. BOYS HOSTEL) JANGAID,SC.DEVELOPMENT,JANGAID,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-203,tg2026q3_01,Telangana,"Survey and Land Department, Hyderabad",SURVEY AND LAND,Hyderabad,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-204,tg2026q3_01,Telangana,"Survey and Land Department, Peddapally",SURVEY AND LAND,Peddapally,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-205,tg2026q3_01,Telangana,"Survey and Land Department, Yadadri",SURVEY AND LAND,Yadadri,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-211,tg2026q3_01,Telangana,"Tahsildar Office, Markook",TAHSILDAR OFFICE,Siddipet,Markook,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-212,tg2026q3_01,Telangana,"Tahsildar Office, Medipalli",TAHSILDAR OFFICE,Jagtial,Medipalli,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-222,tg2026q3_01,Telangana,"TGSRTC ,DM BHADRACHALAM",TGSRTC,DM BHADRACHALAM,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-226,tg2026q3_01,Telangana,"TGSRTC ,DM NIZAMABAD-II",TGSRTC,Nizamabad,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-227,tg2026q3_01,Telangana,"TGSRTC ,DM Nirmal",TGSRTC,Nirmal,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
TG-233,tg2026q3_01,Telangana,"Transport,Roads&Buildings Departmen(National Higways) ,kothagudem",TRANSPORT,Bhadradri Kothagudem,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
TG-238,tg2026q3_01,Telangana,"Tribal Welfare Department, Mahabubnagar",TRIBAL WELFARE,Mahabubnagar,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-239,tg2026q3_01,Telangana,"Tribal Welfare Department,Hyderabad",TRIBAL WELFARE,Hyderabad,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-242,tg2026q3_01,Telangana,Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Pu,VETERINARY AND ANIMAL HUSBANDRYDEPARTMENT,Yadadri Bhuvanagiri,Puttur / a P-starting area (uncertain),RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
TG-243,tg2026q3_01,Telangana,Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Th,VETERINARY AND ANIMAL HUSBANDRYDEPARTMENT,Yadadri Bhuvanagiri,Thurkapally,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-246,tg2026q3_01,Telangana,Veterinary and Animal HusbandryDept(PrimaryVeterinaryCenter)Narayanpur,VETERINARY AND ANIMAL HUSBANDRYDEPT,Narayanpur,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-249,tg2026q3_01,Telangana,"Women development and child welfare Department,palvancha",WOMEN DEVELOPMENT AND CHILD WELFARE,palvancha,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
