application_id,batch_id,state,office_name,dept_group,district,block,portal,treatment,assigned_ra,template_version,language,channel,filing_outcome,not_filed_reason,filing_date,registration_number,fee_paid_inr,payment_mode,payment_reference,due_date,notes
TG-106,tg2026q3_01,Telangana,"Labour,Employement Training&Factories Department,Mulugu",LABOUR,Mulugu,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-107,tg2026q3_01,Telangana,"Labour,Employment Training &Factories Department,Nagarkurnool",LABOUR,Nagarkurnool,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-108,tg2026q3_01,Telangana,"Labour Employment ,Training &Factories Department, Devarakonda",LABOUR EMPLOYMENT,Devarakonda,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-109,tg2026q3_01,Telangana,"Labour Employment ,Training &Factories Department, Nalgonda",LABOUR EMPLOYMENT,Nalgonda,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-110,tg2026q3_01,Telangana,"Labour Employment ,Training &Factories Department, Suryapet",LABOUR EMPLOYMENT,Suryapet,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-111,tg2026q3_01,Telangana,"Labour Employment Training &Factories Department, Kamareddy",LABOUR EMPLOYMENT TRAINING AND FACTORIES,Kamareddy,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-112,tg2026q3_01,Telangana,"Labour Employment Training&Factories Department, Gajwel",LABOUR EMPLOYMENT TRAINING AND FACTORIES,Gajwel,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-113,tg2026q3_01,Telangana,"Labour Employment Training&Factories Department,Cir.No.35, Hyderabad",LABOUR EMPLOYMENT TRAINING AND FACTORIES,Hyderabad,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-114,tg2026q3_01,Telangana,"Labour Employment Training&Factories Department,Labour - IV, Hyderabad",LABOUR EMPLOYMENT TRAINING AND FACTORIES,Hyderabad,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-115,tg2026q3_01,Telangana,"Labour Employment Training&Factories Department,Labour-II, Hyderabad",LABOUR EMPLOYMENT TRAINING AND FACTORIES,Hyderabad,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-116,tg2026q3_01,Telangana,"Labour employment Training &Factories Department,Kothagudem",LABOUR EMPLOYMENT TRAINING AND FACTORIES,Bhadradri Kothagudem,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-117,tg2026q3_01,Telangana,Mandal Praja Parishad Yacharam,MANDAL PRAJA PARISHAD YACHARAM,Ranga Reddy,Yacharam,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-118,tg2026q3_01,Telangana,"Mines & Geology Department,Mulugu",MINES AND GEOLOGY,Mulugu,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-119,tg2026q3_01,Telangana,"Mines and Geology Department, Mahabubnagar",MINES AND GEOLOGY,Mahabubnagar,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-120,tg2026q3_01,Telangana,"Mines and Geology Department,Naspur",MINES AND GEOLOGY,Naspur,NA,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,
TG-121,tg2026q3_01,Telangana,"Municipal Administration & Urban Development, Tellapur, Sangareddy",MUNICIPAL ADMINISTRATION AND URBAN DEVELOPMENT,Sangareddy,,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-122,tg2026q3_01,Telangana,"Municipal Administration&Urban Development Department, Narsampet",MUNICIPAL ADMINISTRATION AND URBAN DEVELOPMENT,Narsampet,,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-123,tg2026q3_01,Telangana,"Municipal Administration&Urban Development, Kamareddy",MUNICIPAL ADMINISTRATION AND URBAN DEVELOPMENT,Kamareddy,,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-124,tg2026q3_01,Telangana,"O/o Tahsildar, Kataram Mandal Jayashankar Bhupalpally District",O/O TAHSILDAR,Jayashankar Bhupalapally,Kataram,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-125,tg2026q3_01,Telangana,"O/o Tahsildar, Mahamutharam, Jayashankar Bhupalapally Dist",O/O TAHSILDAR,Jayashankar Bhupalapally,Mahamutharam,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-126,tg2026q3_01,Telangana,"O/o Tahsildar, Tekumatla",O/O TAHSILDAR,NA,Tekumatla,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-127,tg2026q3_01,Telangana,Office of the Asst. Labour Officer Suryapet,OFFICE OF THE ASST. LABOUR OFFICER SURYAPET,Suryapet,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-128,tg2026q3_01,Telangana,"PANCHAYAT RAJ, Hasanparthy",PANCHAYAT RAJ,Hanumakonda,Hasanparthy,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-129,tg2026q3_01,Telangana,"PANCHAYAT RAJ, Kamalapur",PANCHAYAT RAJ,Hanumakonda,Kamalapur,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,
TG-130,tg2026q3_01,Telangana,"PANCHAYAT RAJ, Parkal",PANCHAYAT RAJ,Hanumakonda,Parkal,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-131,tg2026q3_01,Telangana,"Panchayat Raj & Rural (DYEE PR SD Ghattu), Jogulamba Gadwal",PANCHAYAT RAJ AND RURAL,Jogulamba Gadwal,Ghattu,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-132,tg2026q3_01,Telangana,Panchayat Raj & Rural (PIU Division) Gadwal,PANCHAYAT RAJ AND RURAL,Jogulamba Gadwal,NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-133,tg2026q3_01,Telangana,Panchayat Raj&Rural Developmen(Mandal Praja Parishad) Mahamutharam,PANCHAYAT RAJ AND RURAL DEVELOPMEN,Jayashankar Bhupalpally,Mahamutharam,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
TG-134,tg2026q3_01,Telangana,Panchayat Raj&Rural Developmen(Mandal Praja Parishad) Tekumatla,PANCHAYAT RAJ AND RURAL DEVELOPMEN,Jayashankar Bhupalpally,Tekumatla,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
